V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,Class,Class_num
1.0,0.666667,0.8,0.8,0.666667,0.722222,2,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',0.999959,0.666667,0.461538,b'2',0.999942,0.7,0.428571,b'2',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
0.0,0.0,0.348571,0.088889,0.25,0.076923,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.0,0.0,0.266667,0.107563,0.380952,0.121212,2,b'2',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.5,0.428571,0.605128,0.519457,0.682927,0.45283,b'2',b'2',0.666667,0.571429,0.707692,0.642534,0.731707,0.519231,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.25,0.666667,0.333333,b'2',0.998691,0.6,0.266667,b'2',0.99838,0.5,0.294118,b'2',0.998753,0.555556,0.285714,2,0.998385,0.555556,0.416667,2,0.999996,0.999996,Não Duplicado,0
0.0,0.0,0.321429,0.075,0.357143,0.095238,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',0.0,0.0,0.442857,0.133333,0.222222,0.125,b'2',b'2',0.25,0.111111,0.401557,0.210256,0.244444,0.166667,b'2',b'2',0.4,0.222222,0.506803,0.338095,0.367347,0.265625,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.003534,0.7,0.5,2,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',0.997407,0.555556,0.266667,b'2',0.991629,0.3,0.157895,b'2',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999922,0.979322,Não Duplicado,0
1.0,1.0,1.0,1.0,1.0,1.0,2,b'2',0.0,0.0,0.571429,0.363636,0.571429,0.363636,2,b'2',0.5,0.5,0.833333,0.666667,0.857143,0.6,2,b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.571429,0.571429,0.774892,0.67619,0.704545,0.529412,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,3,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
0.75,0.6,0.709524,0.666667,0.285714,0.404762,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.0,0.0,0.263889,0.047619,0.181818,0.032258,b'2',b'2',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.714286,0.555556,0.80303,0.736538,0.583333,0.612245,b'2',b'2',1.0,0.375,0.545455,0.545455,0.425,0.45,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,3,1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.996963,0.444444,0.176471,b'2',0.982109,0.6,0.222222,b'2',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,0.999659,0.979322,Duplicado,1
1.0,1.0,1.0,1.0,1.0,1.0,2,b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.833333,0.833333,0.866667,0.861111,0.804878,0.767442,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,3,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
1.0,0.833333,0.909091,0.909091,0.823529,0.852941,2,b'1',0.0,0.0,0.333333,0.077778,0.1875,0.095238,2,b'2',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.875,0.933333,0.933333,0.934783,0.934783,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
0.666667,0.333333,0.444444,0.444444,0.394737,0.405405,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.833333,0.833333,0.888889,0.875,0.888889,0.842105,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,b'1',b'1',1.0,1.0,1.0,3,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,3,1.0,0.8,0.583333,2,1.0,1.0,Duplicado,1
0.75,0.75,0.85,0.78125,0.464286,0.8,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.857143,0.923077,0.923077,0.755556,0.844444,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',0.999731,0.666667,0.333333,b'2',0.999899,0.7,0.375,b'2',0.999988,0.875,0.545455,2,0.99999,0.875,0.7,2,1.0,1.0,Duplicado,1
1.0,1.0,1.0,1.0,1.0,1.0,2,b'2',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.5,0.111111,0.334055,0.227273,0.132075,0.192982,b'2',b'2',1.0,0.222222,0.363636,0.363636,0.263158,0.285714,b'3',b'2',0.915725,0.913316,0.962043,0.936303,0.963992,0.936316,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,3,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',0.998016,0.555556,0.25,b'2',0.9998,0.8,0.4,b'2',0.999017,0.666667,0.266667,2,0.999902,0.7,0.4,2,0.999996,0.999999,Duplicado,1
0.5,0.333333,0.48,0.4,0.210526,0.347826,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.857143,0.923077,0.923077,0.65625,0.90625,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',0.999997,0.777778,0.538462,b'2',0.9999,0.9,0.571429,b'2',0.999982,0.875,0.545455,2,0.999952,0.538462,0.411765,2,1.0,1.0,Duplicado,1
1.0,0.5,0.666667,0.666667,0.214286,0.266667,2,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.714286,0.714286,0.785714,0.714286,0.454545,0.431818,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
1.0,0.666667,0.8,0.8,0.227273,0.652174,2,b'1',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.333333,0.142857,0.446667,0.316667,0.380952,0.297872,b'2',b'2',0.333333,0.142857,0.446667,0.316667,0.380952,0.297872,b'2',b'2',0.0,0.0,0.8,0.333333,0.8,0.333333,2,b'2',0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,b'1',b'1',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',3.2e-05,0.428571,0.181818,b'2',0.982726,0.444444,0.176471,b'2',0.993215,0.3,0.157895,b'2',0.982661,0.333333,0.1875,2,0.993209,0.3,0.166667,2,0.999644,0.999642,Duplicado,1
1.0,1.0,1.0,1.0,0.0,1.0,2,b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.428571,0.6,0.6,0.324324,0.342105,b'3',b'2',1.0,0.428571,0.6,0.6,0.324324,0.342105,b'3',b'2',0.915725,0.913316,0.962043,0.936303,0.963992,0.936316,2,b'2',0.999758,0.999758,0.999758,0.999758,0.999758,0.999758,b'1',b'1',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',0.989754,0.3,0.111111,b'2',0.997855,0.5,0.294118,b'2',0.989754,0.3,0.111111,2,0.997855,0.5,0.294118,2,0.999888,0.999888,Duplicado,1
1.0,1.0,1.0,1.0,1.0,1.0,2,b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.666667,0.666667,0.740741,0.694444,0.75,0.666667,2,b'2',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.75,0.75,0.819444,0.791667,0.813559,0.741935,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
1.0,0.5,0.666667,0.666667,0.4375,0.470588,2,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.833333,0.909091,0.909091,0.842105,1.0,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.999331,0.625,0.454545,2,0.996953,0.555556,0.333333,2,1.0,0.99999,Duplicado,1
1.0,1.0,1.0,1.0,1.0,1.0,2,b'2',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,3,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.999993,0.666667,0.461538,2,0.999999,0.9,0.75,2,1.0,1.0,Duplicado,1
0.5,0.25,0.380952,0.333333,0.333333,0.125,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.555556,0.5,0.660526,0.569501,0.5,0.465753,b'2',b'2',1.0,0.4,0.571429,0.571429,0.396552,0.407407,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.000178,0.6,0.375,2,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',0.999028,0.555556,0.25,b'2',0.991258,0.4,0.222222,b'2',1.0,0.777778,0.583333,2,1.0,0.9,0.75,2,0.999921,1.0,Não Duplicado,0
0.0,0.0,0.15,0.0,0.117647,0.0,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.2,0.2,0.444643,0.24,0.392857,0.121951,2,b'2',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.5,0.5,0.652902,0.525,0.645833,0.416667,b'2',b'2',1.0,0.375,0.545455,0.545455,0.395833,0.434783,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.25,0.75,0.428571,b'2',0.983903,0.4,0.176471,b'2',0.994243,0.6,0.3125,b'2',0.992719,0.444444,0.2,2,0.997087,0.555556,0.333333,2,0.999699,0.999938,Não Duplicado,0
0.0,0.0,0.15,0.019231,0.083333,0.026316,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.714286,0.833333,0.833333,0.837838,0.842105,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Não Duplicado,0
0.5,0.5,0.6,0.5,0.692308,0.470588,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.833333,0.909091,0.909091,0.896552,0.896552,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.021739,0.818182,0.6,2,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',0.999758,0.444444,0.25,b'2',0.999921,0.6,0.375,b'2',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
1.0,0.75,0.857143,0.857143,0.769231,0.777778,2,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.8,0.8,0.909091,0.892308,0.833333,0.78125,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.999942,0.75,0.5,2,0.999956,0.777778,0.538462,2,1.0,1.0,Duplicado,1
0.0,0.0,0.278175,0.030303,0.227273,0.029412,1,b'1',0.0,0.0,0.2,0.045455,0.2,0.045455,2,b'2',0.0,0.0,0.0,0.0,0.0,0.0,2,b'2',0.0,0.0,0.111905,0.018519,0.285714,0.026316,2,b'2',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',0.0,0.0,0.266667,0.045455,0.266667,0.045455,b'2',b'2',0.2,0.142857,0.267857,0.183502,0.243902,0.071429,b'2',b'2',0.2,0.142857,0.283333,0.183502,0.4,0.17284,b'2',b'2',0.0,0.0,0.0,0.0,0.0,0.0,2,b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.0,0.2,0.047619,2,0.0,0.1,0.047619,b'2',0.791184,0.888243,0.829007,b'2',0.320173,0.333333,0.0,b'2',0.435719,0.3,0.047619,b'2',0.320183,0.25,0.0,2,0.435707,0.333333,0.052632,2,0.139166,0.139171,Não Duplicado,0
1.0,1.0,1.0,1.0,1.0,1.0,2,b'2',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.714286,0.714286,0.911565,0.849206,0.894737,0.761905,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',1.0,1.0,1.0,b'3',0.999754,0.444444,0.25,b'2',0.999979,0.7,0.466667,b'2',0.978679,0.60788,0.396168,1,0.982576,0.644336,0.438054,1,1.0,0.979322,Duplicado,1
0.0,0.0,0.153409,0.0,0.157895,0.0,1,b'1',0.860946,0.82159,0.883386,0.854119,0.869568,0.85497,1,b'1',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.75,0.6,0.8,0.685185,0.685714,0.65,b'2',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',1.0,1.0,1.0,3,0.999999,0.888889,0.666667,2,1.0,1.0,Não Duplicado,0
0.0,0.0,0.132035,0.011364,0.147059,0.019231,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,3,b'3',0.788883,0.783218,0.892686,0.83383,0.89033,0.830611,1,b'1',0.638456,0.573995,0.688899,0.620578,0.666124,0.587256,1,b'1',0.830529,0.729086,0.809689,0.778477,0.752853,0.70463,b'1',b'1',0.726359,0.726359,0.85644,0.803013,0.855454,0.802935,b'1',b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',1.0,0.75,0.857143,0.857143,0.85,0.85,b'3',b'2',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.915725,0.913316,0.962043,0.936303,0.963992,0.936316,1,b'1',1.0,1.0,1.0,1.0,1.0,1.0,b'3',b'3',0.662489,0.842344,0.76457,1,0.530065,0.760775,0.647217,b'1',0.791184,0.888243,0.829007,b'2',1.0,1.0,1.0,b'3',1.0,1.0,1.0,b'3',0.980564,0.538462,0.105263,2,0.995809,0.384615,0.222222,2,1.0,0.99959,Não Duplicado,0
